"id","delivery_person_id","deliverypersonage","deliverypersonratings","restaurant_latitude","restaurant_longitude","delivery_location_latitude","delivery_location_longitude","order_date","weather","road_traffic_density","vehicle_condition","type_of_order","type_of_vehicle","multiple_deliveries","festival","city","name","time_ordered","time_order_picked"
"0xde2a",KOLRES11DEL02,36.000000,5.000000,22.577821,88.400581,22.657821,88.480581,2022-02-18,Fog,Jam,0,Meal,motorcycle,1.000000,false,Metropolitian,object,19:25:00,19:40:00
"0x1fcf",COIMBRES18DEL03,21.000000,4.400000,11.020910,76.940432,11.050910,76.970432,2022-04-03,Windy,Low,0,Meal,motorcycle,1.000000,false,Urban,object,23:00:00,23:10:00
"0x5f18",PUNERES13DEL03,24.000000,4.700000,18.562450,73.916619,18.592450,73.946619,2022-03-05,Windy,Jam,2,Buffet,electric_scooter,1.000000,false,Metropolitian,object,20:00:00,20:15:00
"0x6bd1",MUMRES20DEL01,39.000000,4.900000,19.103249,72.846749,19.143249,72.886749,2022-03-09,Windy,High,1,Snack,scooter,1.000000,false,Metropolitian,object,13:50:00,13:55:00
"0xc96b",AURGRES18DEL01,27.000000,4.600000,19.888716,75.321461,19.898716,75.331461,2022-02-17,Cloudy,Low,2,Meal,motorcycle,0.000000,false,Urban,object,10:35:00,10:50:00
"0x793",SURRES07DEL01,20.000000,4.900000,21.170798,72.790489,21.180798,72.800489,2022-03-21,Sandstorms,Low,1,Meal,motorcycle,0.000000,false,Metropolitian,object,10:30:00,10:35:00
"0x5541",HYDRES07DEL03,31.000000,4.800000,17.424114,78.347554,17.484114,78.407554,2022-03-17,Sunny,Low,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,22:20:00,22:30:00
"0x1942",MUMRES15DEL01,32.000000,4.300000,19.176269,72.836721,19.216269,72.876721,2022-03-05,Windy,Medium,2,Drinks,electric_scooter,1.000000,false,Metropolitian,object,16:40:00,16:55:00
"0x41a7",CHENRES03DEL02,20.000000,4.900000,13.091809,80.219104,13.221809,80.349104,2022-03-18,Sunny,Jam,1,Meal,motorcycle,1.000000,false,Metropolitian,object,19:15:00,19:30:00
"0x65d1",RANCHIRES14DEL03,32.00,4.60,0.00,0.00,0.03,0.03,2022-04-05,Fog,Low,0,Snack,motorcycle,1.00,false,Metropolitian,object,22:10:00,22:25:00
"0x4923",COIMBRES20DEL01,30.000000,4.600000,10.994136,76.963303,11.064136,77.033303,2022-03-10,Cloudy,Jam,0,Drinks,motorcycle,0.000000,true,Metropolitian,object,19:45:00,19:55:00
"0x492a",BANGRES05DEL02,33.000000,4.800000,12.970324,77.645748,13.020324,77.695748,2022-03-30,Sandstorms,Low,2,Snack,scooter,0.000000,false,,object,23:45:00,23:50:00
"0x3f59",VADRES18DEL02,33.00,4.00,0.00,0.00,0.02,0.02,2022-03-24,Sandstorms,Low,0,Meal,motorcycle,1.00,false,Metropolitian,object,10:30:00,10:35:00
"0x9542",BANGRES09DEL03,30.000000,4.900000,12.934179,77.615797,13.024179,77.705797,2022-03-18,Sunny,Medium,0,Snack,motorcycle,1.000000,false,Metropolitian,object,17:25:00,17:35:00
"0xbb6d",INDORES03DEL02,20.000000,4.600000,22.751857,75.866699,22.881857,75.996699,2022-03-29,Sandstorms,Medium,0,Buffet,motorcycle,1.000000,false,Urban,object,17:25:00,17:40:00
"0x818b",CHENRES03DEL02,23.000000,4.500000,13.091809,80.219104,13.221809,80.349104,2022-03-06,Fog,Medium,0,Snack,motorcycle,1.000000,false,Metropolitian,object,17:15:00,17:20:00
"0x3986",MUMRES010DEL03,35.000000,4.300000,19.003517,72.827650,19.033517,72.857650,2022-03-07,Fog,Jam,0,Meal,motorcycle,1.000000,false,Metropolitian,object,21:10:00,21:20:00
"0x74b9",BANGRES010DEL02,39.000000,4.800000,12.933298,77.614293,12.983298,77.664293,2022-03-13,Fog,Jam,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,20:35:00,20:50:00
"0x7270",JAPRES03DEL02,22.000000,4.200000,26.913483,75.803139,27.043483,75.933139,2022-03-12,Cloudy,Medium,2,Buffet,scooter,2.000000,false,Metropolitian,object,18:45:00,19:00:00
"0x7866",INDORES14DEL01,21.000000,4.800000,22.761593,75.886362,22.831593,75.956362,2022-03-04,Windy,Low,1,Drinks,motorcycle,0.000000,false,Metropolitian,object,23:35:00,23:40:00
"0x3f02",MYSRES11DEL01,38.000000,4.900000,12.323225,76.630028,12.393225,76.700028,2022-03-02,Fog,Medium,1,Drinks,motorcycle,1.000000,false,Urban,object,18:45:00,18:55:00
"0x3b3c",HYDRES20DEL02,36.000000,4.100000,17.483216,78.552111,17.533216,78.602111,2022-03-05,Sandstorms,Medium,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,18:10:00,18:20:00
"0xb072",INDORES010DEL03,24.000000,4.600000,22.750040,75.902847,22.810040,75.962847,2022-03-17,Sunny,Jam,2,Drinks,scooter,1.000000,false,Metropolitian,object,19:30:00,19:45:00
"0x9115",BANGRES13DEL01,27.000000,4.800000,12.935662,77.614130,13.005662,77.684130,2022-03-08,Stormy,Jam,1,Buffet,scooter,1.000000,false,Metropolitian,object,22:00:00,22:10:00
"0xa1ea",PUNERES11DEL03,34.000000,4.600000,18.533811,73.899315,18.563811,73.929315,2022-03-26,Fog,Jam,2,Drinks,scooter,0.000000,false,Metropolitian,object,19:20:00,19:25:00
"0xbd57",VADRES06DEL01,29.000000,4.800000,22.312790,73.170283,22.352790,73.210283,2022-03-15,Cloudy,Medium,1,Meal,motorcycle,0.000000,false,Urban,object,15:25:00,15:30:00
"0x3fe7",HYDRES15DEL01,20.000000,4.300000,17.459710,78.368855,17.469710,78.378855,2022-03-30,Sandstorms,Low,0,Drinks,motorcycle,1.000000,false,Metropolitian,object,10:15:00,10:25:00
"0xc894",KOLRES15DEL02,38.000000,4.800000,22.552672,88.352885,22.682672,88.482885,2022-02-14,Windy,Low,0,Snack,motorcycle,0.000000,false,Urban,object,23:15:00,23:25:00
"0x45ce",INDORES14DEL03,21.000000,4.600000,22.761593,75.886362,22.851593,75.976362,2022-03-12,Fog,Medium,2,Snack,scooter,0.000000,false,Metropolitian,object,17:45:00,18:00:00
"0x4cf5",CHENRES14DEL02,33.000000,4.600000,13.026279,80.174568,13.076279,80.224568,2022-03-30,Cloudy,Medium,2,Meal,scooter,1.000000,false,Metropolitian,object,17:45:00,18:00:00
"0x75be",SURRES09DEL02,22.000000,5.000000,21.175975,72.795503,21.195975,72.815503,2022-03-28,Stormy,High,2,Drinks,electric_scooter,1.000000,false,Metropolitian,object,11:40:00,11:45:00
"0xaf0e",VADRES02DEL01,28.00,4.20,0.00,0.00,0.11,0.11,2022-03-20,Fog,Jam,1,Snack,scooter,1.00,false,Metropolitian,object,21:25:00,21:35:00
"0x3b71",BANGRES17DEL02,31.000000,5.000000,12.972532,77.608179,13.052532,77.688179,2022-03-10,Windy,Low,1,Snack,motorcycle,1.000000,false,Metropolitian,object,23:15:00,23:25:00
"0x59d6",PUNERES19DEL01,34.000000,4.500000,18.563934,73.915367,18.603935,73.955367,2022-03-03,Stormy,Medium,1,Drinks,motorcycle,1.000000,false,Metropolitian,object,15:45:00,15:50:00
"0x7744",VADRES08DEL01,28.00,4.90,0.00,0.00,0.04,0.04,2022-03-01,Cloudy,Medium,0,Drinks,motorcycle,1.00,false,Metropolitian,object,15:50:00,16:05:00
"0x25bb",BANGRES13DEL03,34.000000,4.800000,12.935662,77.614130,12.965662,77.644130,2022-03-09,Sunny,Low,0,Meal,motorcycle,1.000000,false,Metropolitian,object,22:20:00,22:30:00
"0xdb4b",BHPRES010DEL01,33.000000,4.500000,23.266261,77.379605,23.276261,77.389605,2022-02-11,Fog,High,2,Buffet,scooter,,false,Metropolitian,object,11:30:00,11:40:00
"0x7f2d",VADRES11DEL03,20.000000,4.900000,22.308096,73.167753,22.398096,73.257753,2022-04-02,Sunny,Jam,2,Buffet,scooter,0.000000,false,Metropolitian,object,19:50:00,20:05:00
"0x6c0e",HYDRES13DEL03,31.000000,4.400000,17.431477,78.400350,17.521477,78.490350,2022-03-20,Windy,Medium,1,Snack,scooter,1.000000,false,Metropolitian,object,17:30:00,17:35:00
"0xd0de",DEHRES11DEL01,,,0.00,0.00,0.01,0.01,2022-02-17,Cloudy,Low,0,Meal,motorcycle,1.00,false,Metropolitian,object,,08:45:00
"0x4d69",VADRES09DEL01,34.00,4.50,0.00,0.00,0.07,0.07,2022-04-04,Stormy,Medium,1,Buffet,motorcycle,2.00,false,Metropolitian,object,18:50:00,19:00:00
"0x3b00",RANCHIRES03DEL02,24.00,4.70,0.00,0.00,0.05,0.05,2022-03-11,Windy,Medium,1,Buffet,motorcycle,0.00,false,Metropolitian,object,18:10:00,18:15:00
"0x6cb9",RANCHIRES17DEL03,34.000000,4.900000,23.374878,85.335739,23.404878,85.365739,2022-03-07,Cloudy,Jam,2,Drinks,scooter,1.000000,false,Metropolitian,object,21:15:00,21:25:00
"0x5ac5",SURRES18DEL02,31.000000,5.000000,21.149834,72.778666,21.199834,72.828666,2022-03-09,Cloudy,Jam,2,Meal,electric_scooter,0.000000,false,Urban,object,19:15:00,19:20:00
"0xc766",GOARES06DEL02,33.000000,4.100000,15.561550,73.749092,15.581550,73.769092,2022-02-11,Stormy,Low,0,Meal,motorcycle,1.000000,false,Urban,object,09:40:00,09:55:00
"0xc973",ALHRES09DEL02,26.00,4.90,0.00,0.00,0.08,0.08,2022-02-12,Sunny,Medium,0,Drinks,motorcycle,1.00,false,Metropolitian,object,18:15:00,18:20:00
"0x9835",VADRES15DEL03,21.00,4.80,0.00,0.00,0.09,0.09,2022-03-12,Cloudy,Low,2,Snack,motorcycle,1.00,false,Metropolitian,object,22:10:00,22:15:00
"0x2aa0",MUMRES20DEL03,28.000000,4.500000,19.103249,72.846749,19.133249,72.876749,2022-03-07,Sunny,Jam,1,Buffet,motorcycle,0.000000,false,Urban,object,20:40:00,20:50:00
"0x5b09",BANGRES04DEL02,36.000000,4.800000,12.980410,77.640489,13.000410,77.660489,2022-03-30,Fog,Low,2,Buffet,motorcycle,1.000000,false,Metropolitian,object,10:00:00,10:15:00
"0xdfb5",LUDHRES18DEL01,29.000000,4.900000,30.890184,75.829615,30.960184,75.899615,2022-02-16,Cloudy,Low,0,Snack,motorcycle,1.000000,false,Urban,object,23:00:00,23:10:00
"0x4c62",HYDRES15DEL03,22.000000,4.500000,17.459710,78.368855,17.549710,78.458855,2022-03-04,Sandstorms,Low,2,Buffet,scooter,1.000000,false,Metropolitian,object,23:45:00,23:50:00
"0x1e59",SURRES03DEL03,30.000000,4.500000,21.186884,72.793616,21.216884,72.823616,2022-03-30,Windy,Low,1,Snack,scooter,0.000000,false,Metropolitian,object,22:30:00,22:45:00
"0x439f",CHENRES010DEL01,30.000000,4.200000,13.066762,80.251865,13.136762,80.321865,2022-03-27,Windy,Jam,2,Drinks,motorcycle,1.000000,false,Urban,object,19:20:00,19:35:00
"0xb06e",SURRES07DEL02,23.000000,4.700000,21.170798,72.790489,21.300798,72.920489,2022-03-14,Sandstorms,Jam,0,Drinks,motorcycle,1.000000,false,Metropolitian,object,22:00:00,22:15:00
"0xbb13",VADRES06DEL02,28.000000,4.700000,22.312790,73.170283,22.442790,73.300283,2022-03-12,Fog,Medium,2,Snack,electric_scooter,1.000000,false,Metropolitian,object,18:30:00,18:40:00
"0x8b0d",RANCHIRES03DEL02,31.00,3.20,0.00,0.00,0.08,0.08,2022-03-18,Sunny,Low,0,Buffet,motorcycle,1.00,false,Metropolitian,object,22:10:00,22:20:00
"0x8065",SURRES07DEL03,27.000000,4.600000,21.170798,72.790489,21.230798,72.850489,2022-03-24,Fog,Low,1,Buffet,scooter,1.000000,false,,object,22:40:00,22:45:00
"0x18e1",VADRES07DEL02,,,0.00,0.00,0.05,0.05,2022-03-07,Sandstorms,Jam,0,Drinks,motorcycle,2.00,false,Metropolitian,object,20:10:00,20:20:00
"0x407b",CHENRES05DEL03,37.000000,4.600000,13.058616,80.264151,13.088616,80.294151,2022-03-30,Sandstorms,Jam,1,Buffet,motorcycle,1.000000,false,Metropolitian,object,20:45:00,20:55:00
"0xe11",HYDRES14DEL01,27.000000,4.500000,17.426228,78.407495,17.496228,78.477495,2022-03-04,Windy,Jam,1,Snack,motorcycle,1.000000,false,Metropolitian,object,21:50:00,22:05:00
"0xc8ec",KNPRES16DEL03,30.000000,4.900000,26.482581,80.315628,26.572581,80.405628,2022-02-14,Stormy,Medium,0,Meal,motorcycle,3.000000,false,Metropolitian,object,17:40:00,17:45:00
"0xdc01",KNPRES05DEL01,21.000000,4.800000,26.479108,80.315042,26.519108,80.355042,2022-02-13,Windy,High,1,Drinks,scooter,0.000000,false,Metropolitian,object,12:40:00,12:50:00
"0x65df",HYDRES12DEL03,34.000000,4.800000,17.429585,78.392621,17.519585,78.482621,2022-04-06,Sandstorms,Low,1,Buffet,scooter,0.000000,false,Metropolitian,object,22:50:00,23:00:00
"0x5bd",MYSRES15DEL03,,,12.352058,76.606650,12.412058,76.666650,2022-03-07,Sandstorms,Low,2,Meal,scooter,,false,,object,,00:00:00
"0x6998",HYDRES06DEL01,34.000000,4.700000,17.455894,78.375467,17.565894,78.485467,2022-03-08,Sunny,Medium,2,Snack,motorcycle,0.000000,false,Metropolitian,object,17:25:00,17:35:00
"0x9184",SURRES14DEL02,24.000000,4.600000,21.157729,72.768726,21.207729,72.818726,2022-04-01,Sunny,Low,0,Drinks,motorcycle,1.000000,false,Metropolitian,object,23:40:00,23:45:00
"0x9b28",COIMBRES12DEL03,24.000000,5.000000,11.000762,76.981876,11.030762,77.011876,2022-04-05,Stormy,Low,2,Meal,electric_scooter,0.000000,false,Urban,object,22:20:00,22:35:00
"0xcdbb",AURGRES19DEL01,30.000000,4.800000,19.866969,75.318894,19.906969,75.358894,2022-02-17,Stormy,Medium,1,Meal,motorcycle,1.000000,false,Metropolitian,object,16:00:00,16:10:00
"0x78c7",SURRES06DEL01,28.000000,4.900000,21.185047,72.808590,21.225047,72.848590,2022-03-17,Cloudy,High,1,Drinks,scooter,1.000000,false,Urban,object,14:35:00,14:45:00
"0x68bd",HYDRES01DEL02,22.000000,4.900000,17.410371,78.437225,17.540371,78.567225,2022-03-08,Sunny,Medium,0,Meal,motorcycle,1.000000,false,Metropolitian,object,17:30:00,17:40:00
"0x79ec",JAPRES06DEL02,38.000000,4.800000,26.911927,75.797282,26.961927,75.847282,2022-03-09,Sandstorms,Low,1,Drinks,motorcycle,1.000000,false,Metropolitian,object,23:40:00,23:55:00
"0x673e",COIMBRES15DEL02,30.000000,4.300000,11.006686,76.951736,11.086686,77.031736,2022-03-08,Cloudy,Low,2,Buffet,motorcycle,1.000000,false,Metropolitian,object,23:45:00,23:50:00
"0xd3d2",AURGRES02DEL03,33.00,4.90,0.00,0.00,0.06,0.06,2022-02-13,Fog,Medium,1,Snack,scooter,0.00,false,Urban,object,18:15:00,18:25:00
"0x9d44",JAPRES13DEL03,21.000000,4.900000,26.846156,75.802300,26.936156,75.892300,2022-03-23,Windy,Medium,1,Meal,motorcycle,0.000000,false,Metropolitian,object,18:35:00,18:40:00
"0xe083",DEHRES04DEL01,20.000000,4.000000,30.340722,78.060221,30.450722,78.170221,2022-02-16,Windy,Jam,0,Meal,motorcycle,1.000000,false,Metropolitian,object,20:20:00,20:25:00
"0xdb3d",LUDHRES07DEL02,34.00,4.40,0.00,0.00,0.08,0.08,2022-02-16,Stormy,Jam,1,Drinks,motorcycle,0.00,false,Metropolitian,object,19:45:00,19:55:00
"0x8cc1",HYDRES19DEL03,38.000000,4.700000,17.458998,78.500366,17.488998,78.530366,2022-03-17,Cloudy,Medium,2,Meal,motorcycle,0.000000,false,Metropolitian,object,17:10:00,17:25:00
"0xc508",DEHRES14DEL03,26.000000,5.000000,30.319528,78.040267,30.459528,78.180267,2022-02-18,Stormy,Jam,1,Meal,motorcycle,1.000000,false,Metropolitian,object,20:50:00,20:55:00
"0x40db",CHENRES13DEL03,31.000000,4.500000,13.027018,80.254791,13.087018,80.314791,2022-03-11,Sunny,Low,0,Meal,motorcycle,1.000000,false,Metropolitian,object,23:25:00,23:35:00
"0x16b2",MUMRES05DEL02,,,18.927584,72.832585,19.057584,72.962585,2022-04-02,Sandstorms,Medium,1,Buffet,motorcycle,1.000000,false,Metropolitian,object,,18:00:00
"0x5d42",PUNERES010DEL01,25.000000,4.900000,18.539299,73.897902,18.609299,73.967902,2022-03-12,Sandstorms,Medium,2,Drinks,electric_scooter,1.000000,false,Urban,object,18:10:00,18:20:00
"0x4719",JAPRES13DEL02,20.000000,4.600000,26.846156,75.802300,26.896156,75.852300,2022-03-11,Sunny,Low,0,Meal,motorcycle,1.000000,false,Metropolitian,object,22:15:00,22:25:00
"0xc58e",DEHRES02DEL02,22.00,4.90,0.00,0.00,0.08,0.08,2022-02-16,Stormy,Jam,2,Drinks,scooter,1.00,false,Metropolitian,object,19:40:00,19:55:00
"0x24ef",MUMRES06DEL01,24.000000,4.500000,19.055831,72.833984,19.165831,72.943984,2022-03-31,Stormy,Medium,2,Drinks,electric_scooter,1.000000,false,Urban,object,18:00:00,18:05:00
"0x8906",INDORES06DEL01,22.000000,4.800000,22.728163,75.884212,22.798163,75.954212,2022-03-02,Sunny,Jam,1,Snack,motorcycle,1.000000,false,Metropolitian,object,19:50:00,20:05:00
"0x7312",HYDRES20DEL03,29.000000,4.700000,17.483216,78.552111,17.543216,78.612111,2022-03-15,Sandstorms,Medium,2,Drinks,motorcycle,1.000000,false,Metropolitian,object,17:15:00,17:20:00
"0x7602",MYSRES19DEL03,25.000000,2.500000,12.334022,76.618203,12.424022,76.708203,2022-03-25,Sunny,Low,1,Buffet,motorcycle,1.000000,false,Metropolitian,object,23:25:00,23:35:00
"0x7a1c",MYSRES01DEL01,26.000000,4.900000,12.311072,76.654878,12.351072,76.694878,2022-03-21,Cloudy,High,1,Snack,motorcycle,1.000000,false,Metropolitian,object,12:50:00,13:05:00
"0x3e77",COIMBRES19DEL01,21.000000,5.000000,11.022298,76.998349,11.092298,77.068349,2022-03-29,Fog,Jam,1,Meal,motorcycle,0.000000,false,Metropolitian,object,21:35:00,21:45:00
"0x787",COIMBRES20DEL02,37.000000,5.000000,10.994136,76.963303,11.124136,77.093303,2022-03-27,Fog,Jam,0,Buffet,motorcycle,2.000000,false,Metropolitian,object,20:20:00,20:25:00
"0x6eb",VADRES20DEL03,,,22.311358,73.164798,22.371358,73.224798,2022-03-07,Stormy,Low,1,Buffet,scooter,0.000000,false,Urban,object,,22:55:00
"0xd51c",KNPRES19DEL02,23.000000,4.000000,26.490950,80.318656,26.570950,80.398656,2022-02-16,Cloudy,Jam,2,Buffet,motorcycle,0.000000,false,Urban,object,21:20:00,21:25:00
"0xa323",PUNERES13DEL01,21.000000,3.400000,18.562450,73.916619,18.672450,74.026619,2022-03-16,Sunny,Low,1,Snack,motorcycle,1.000000,false,Metropolitian,object,22:50:00,23:05:00
"0x6d64",JAPRES07DEL03,22.000000,4.100000,26.766536,75.837333,26.796536,75.867333,2022-03-24,Sandstorms,Jam,0,Drinks,motorcycle,2.000000,true,Metropolitian,object,20:40:00,20:45:00
"0x75e7",SURRES16DEL02,24.000000,5.000000,21.160437,72.774209,21.210437,72.824209,2022-04-05,Windy,Low,2,Meal,scooter,0.000000,false,Urban,object,00:00:00,00:05:00
"0x26e9",BANGRES12DEL01,33.000000,4.800000,12.939496,77.625999,13.009496,77.695999,2022-04-02,Sunny,Medium,2,Buffet,scooter,0.000000,false,Metropolitian,object,17:25:00,17:30:00
"0x846a",COIMBRES11DEL02,34.000000,4.600000,11.001753,76.986241,11.081753,77.066241,2022-03-29,Stormy,Medium,2,Meal,scooter,1.000000,false,Urban,object,17:35:00,17:45:00
"0x65f2",COIMBRES18DEL01,28.000000,4.600000,11.020910,76.940432,11.060910,76.980432,2022-03-26,Sandstorms,Medium,0,Snack,motorcycle,1.000000,false,Metropolitian,object,16:00:00,16:15:00
"0x8c9c",BANGRES19DEL03,38.000000,4.800000,12.914264,77.678400,12.974264,77.738400,2022-03-24,Sandstorms,Medium,1,Buffet,scooter,1.000000,false,Metropolitian,object,17:35:00,17:40:00
"0x6358",VADRES010DEL01,29.000000,4.800000,22.310329,73.169083,22.350329,73.209083,2022-03-19,Stormy,Medium,1,Buffet,scooter,1.000000,false,Metropolitian,object,15:55:00,16:05:00
"0x6416",BANGRES18DEL02,28.000000,5.000000,12.913041,77.683237,12.963041,77.733237,2022-03-13,Stormy,Jam,1,Buffet,motorcycle,1.000000,false,Metropolitian,object,20:15:00,20:20:00
"0xc23e",KNPRES12DEL03,28.000000,4.500000,26.492106,80.327797,26.552106,80.387797,2022-02-11,Cloudy,Jam,0,Drinks,motorcycle,0.000000,false,,object,20:45:00,20:50:00
"0x5e20",HYDRES07DEL02,21.000000,4.800000,17.424114,78.347554,17.474114,78.397554,2022-03-01,Sunny,Low,1,Meal,motorcycle,1.000000,false,Metropolitian,object,22:45:00,23:00:00
"0x52c8",CHENRES09DEL02,29.000000,4.100000,13.044694,80.261470,13.094694,80.311470,2022-03-30,Fog,Jam,2,Snack,scooter,1.000000,false,Metropolitian,object,19:50:00,19:55:00
"0x81d8",BANGRES06DEL03,26.000000,4.900000,12.979096,77.640625,13.039096,77.700625,2022-03-28,Sandstorms,Medium,1,Snack,motorcycle,1.000000,false,Metropolitian,object,17:15:00,17:25:00
"0x3fa6",CHENRES16DEL02,21.000000,5.000000,13.049645,80.242268,13.129645,80.322268,2022-04-04,Fog,Jam,0,Drinks,motorcycle,0.000000,false,Metropolitian,object,21:15:00,21:20:00
"0x6818",INDORES06DEL01,27.000000,4.500000,22.728163,75.884212,22.768163,75.924212,2022-03-17,Stormy,Medium,1,Buffet,scooter,1.000000,false,Metropolitian,object,16:20:00,16:35:00
"0x7d26",COIMBRES16DEL02,26.000000,4.800000,11.010375,76.952950,11.140375,77.082950,2022-03-08,Sandstorms,Jam,1,Drinks,scooter,0.000000,false,Metropolitian,object,21:15:00,21:25:00
"0x7d90",COIMBRES11DEL03,20.000000,4.700000,11.001753,76.986241,11.091753,77.076241,2022-04-04,Sandstorms,Low,2,Meal,motorcycle,0.000000,false,Urban,object,22:20:00,22:35:00
"0x7c88",BANGRES06DEL02,29.000000,4.700000,12.979096,77.640625,13.029096,77.690625,2022-03-07,Windy,Medium,0,Snack,motorcycle,1.000000,false,Metropolitian,object,17:10:00,17:20:00
"0x6131",VADRES010DEL02,32.000000,4.300000,22.310329,73.169083,22.330329,73.189083,2022-03-21,Windy,Low,0,Meal,motorcycle,1.000000,false,Urban,object,10:00:00,10:15:00
"0xb7c6",BANGRES19DEL03,28.000000,4.700000,12.914264,77.678400,13.004264,77.768400,2022-04-04,Sunny,Medium,2,Meal,motorcycle,0.000000,false,Urban,object,17:45:00,18:00:00
"0x1525",COIMBRES010DEL02,25.000000,4.500000,11.003008,76.975440,11.023008,76.995440,2022-03-30,Cloudy,Low,2,Snack,electric_scooter,1.000000,false,Urban,object,08:55:00,09:05:00
"0x9346",INDORES07DEL02,32.000000,4.600000,22.722634,75.886959,22.772634,75.936959,2022-04-05,Stormy,Low,1,Snack,motorcycle,1.000000,false,Urban,object,23:30:00,23:45:00
"0x69c8",MYSRES16DEL03,28.000000,4.000000,12.316967,76.603067,12.346967,76.633067,2022-03-30,Cloudy,Jam,1,Buffet,scooter,1.000000,false,Urban,object,19:55:00,20:00:00
"0x647d",CHENRES06DEL01,23.000000,4.900000,13.054347,80.257221,13.124347,80.327221,2022-03-04,Sandstorms,Jam,1,Drinks,motorcycle,1.000000,false,Metropolitian,object,19:55:00,20:10:00
"0xd635",GOARES09DEL01,32.000000,4.600000,15.303897,73.914336,15.373897,73.984336,2022-02-14,Sunny,Jam,1,Snack,scooter,1.000000,false,Metropolitian,object,20:45:00,20:55:00
"0x5dcb",INDORES14DEL01,29.000000,4.900000,22.761593,75.886362,22.771593,75.896362,2022-03-28,Cloudy,High,2,Buffet,scooter,1.000000,false,Metropolitian,object,11:40:00,11:50:00
"0x1fc5",MUMRES05DEL03,35.000000,4.900000,18.927584,72.832585,19.017584,72.922585,2022-03-18,Sunny,Low,2,Buffet,motorcycle,0.000000,false,Metropolitian,object,22:35:00,22:50:00
"0xd72a",BHPRES20DEL01,21.000000,5.000000,23.235123,77.398886,23.245123,77.408886,2022-02-11,Cloudy,Low,0,Drinks,motorcycle,0.000000,false,Metropolitian,object,09:35:00,09:40:00
"0xafc1",SURRES19DEL02,30.000000,4.600000,21.149669,72.772629,21.279669,72.902629,2022-03-12,Sunny,Low,1,Buffet,motorcycle,1.000000,false,Metropolitian,object,23:50:00,00:00:00
"0x7271",HYDRES18DEL03,29.000000,5.000000,17.450851,78.379347,17.480851,78.409347,2022-03-01,Sunny,Low,1,Snack,motorcycle,1.000000,false,Urban,object,23:45:00,23:50:00
"0xa1fc",RANCHIRES11DEL02,32.000000,4.200000,23.359194,85.325447,23.409194,85.375447,2022-03-09,Sandstorms,Jam,2,Meal,scooter,,false,Metropolitian,object,19:45:00,19:55:00
"0x4b49",CHENRES06DEL01,30.000000,4.900000,13.054347,80.257221,13.124347,80.327221,2022-03-02,Fog,Jam,1,Buffet,scooter,1.000000,false,Metropolitian,object,19:40:00,19:50:00
"0xd192",DEHRES16DEL03,22.000000,4.700000,30.342509,78.061187,30.482509,78.201187,2022-02-16,Sandstorms,Medium,1,Meal,scooter,0.000000,false,Metropolitian,object,18:10:00,18:20:00
"0x40ce",BANGRES13DEL02,26.000000,4.600000,12.935662,77.614130,13.065662,77.744130,2022-03-10,Windy,Medium,1,Drinks,motorcycle,1.000000,false,Metropolitian,object,18:30:00,18:40:00
"0x376e",RANCHIRES15DEL01,32.000000,4.700000,23.369746,85.339820,23.379746,85.349820,2022-04-03,Sandstorms,High,1,Buffet,motorcycle,1.000000,false,Metropolitian,object,11:45:00,11:50:00
"0xacf7",CHENRES16DEL03,28.000000,4.900000,13.049645,80.242268,13.079645,80.272268,2022-03-30,Cloudy,Jam,1,Meal,scooter,0.000000,false,Urban,object,20:30:00,20:40:00
"0x4da0",MUMRES02DEL01,23.000000,4.800000,19.221315,72.862381,19.261315,72.902381,2022-03-07,Fog,High,2,Buffet,electric_scooter,1.000000,false,Metropolitian,object,12:55:00,13:05:00
"0x36ee",JAPRES18DEL03,20.000000,4.200000,26.913987,75.752891,27.003987,75.842891,2022-03-31,Fog,Jam,1,Buffet,scooter,1.000000,false,Metropolitian,object,19:20:00,19:35:00
"0x147c",VADRES04DEL03,27.00,4.70,0.00,0.00,0.09,0.09,2022-03-06,Sunny,Jam,0,Drinks,motorcycle,1.00,false,Metropolitian,object,19:30:00,19:40:00
"0x87af",MYSRES20DEL02,30.000000,4.600000,12.337978,76.616792,12.387978,76.666792,2022-03-28,Cloudy,Medium,2,Snack,electric_scooter,0.000000,false,Metropolitian,object,18:20:00,18:35:00
"0x939a",HYDRES11DEL03,20.000000,4.800000,17.430448,78.418213,17.460448,78.448213,2022-03-21,Cloudy,Jam,1,Snack,scooter,1.000000,false,Urban,object,21:45:00,21:50:00
"0x82c0",INDORES03DEL03,36.000000,4.900000,22.751857,75.866699,22.841857,75.956699,2022-03-29,Cloudy,Jam,2,Snack,motorcycle,1.000000,false,Metropolitian,object,19:55:00,20:05:00
"0xd89f",AURGRES15DEL02,34.000000,4.900000,19.878028,75.317475,19.898028,75.337475,2022-02-17,Sandstorms,Low,2,Snack,scooter,0.000000,false,Urban,object,08:55:00,09:05:00
"0x3116",SURRES17DEL02,33.000000,4.800000,21.149569,72.772697,21.169569,72.792697,2022-04-03,Cloudy,Low,1,Snack,scooter,1.000000,false,Urban,object,10:00:00,10:15:00
